Sequential; 0; 0.004618;
OpenMP; 1; 0.004669;
OpenMP; 2; 0.002776;
OpenMP; 3; 0.002338;
OpenMP; 4; 0.001927;
OpenMP; 5; 0.005123;
OpenMP; 6; 0.002277;
OpenMP; 7; 0.002018;
OpenMP; 8; 0.001308;
Sequential; 0; 0.003767;
OpenMP; 1; 0.003759;
OpenMP; 2; 0.002662;
OpenMP; 3; 0.001852;
OpenMP; 4; 0.001941;
OpenMP; 5; 0.005931;
OpenMP; 6; 0.002199;
OpenMP; 7; 0.002256;
OpenMP; 8; 0.094109;
Sequential; 0; 0.003467;
OpenMP; 1; 0.003616;
OpenMP; 2; 0.003771;
OpenMP; 3; 0.002409;
OpenMP; 4; 0.001968;
OpenMP; 5; 0.006137;
OpenMP; 6; 0.001973;
OpenMP; 7; 0.008674;
OpenMP; 8; 0.034147;
Sequential; 0; 0.003519;
OpenMP; 1; 0.003594;
OpenMP; 2; 0.003285;
OpenMP; 3; 0.002436;
OpenMP; 4; 0.001952;
OpenMP; 5; 0.002041;
OpenMP; 6; 0.001951;
OpenMP; 7; 0.001926;
OpenMP; 8; 0.032772;
Sequential; 0; 0.003442;
OpenMP; 1; 0.003447;
OpenMP; 2; 0.002667;
OpenMP; 3; 0.002549;
OpenMP; 4; 0.001896;
OpenMP; 5; 0.001983;
OpenMP; 6; 0.001965;
OpenMP; 7; 0.013011;
OpenMP; 8; 0.001286;
Sequential; 0; 0.003585;
OpenMP; 1; 0.005027;
OpenMP; 2; 0.002837;
OpenMP; 3; 0.002315;
OpenMP; 4; 0.003792;
OpenMP; 5; 0.001975;
OpenMP; 6; 0.001898;
OpenMP; 7; 0.001930;
OpenMP; 8; 0.083872;
Sequential; 0; 0.003431;
OpenMP; 1; 0.003518;
OpenMP; 2; 0.002087;
OpenMP; 3; 0.002318;
OpenMP; 4; 0.006283;
OpenMP; 5; 0.001870;
OpenMP; 6; 0.009257;
OpenMP; 7; 0.004095;
OpenMP; 8; 0.001218;
Sequential; 0; 0.003451;
OpenMP; 1; 0.003510;
OpenMP; 2; 0.002849;
OpenMP; 3; 0.001743;
OpenMP; 4; 0.001382;
OpenMP; 5; 0.001878;
OpenMP; 6; 0.001963;
OpenMP; 7; 0.001959;
OpenMP; 8; 0.001258;
Sequential; 0; 0.003448;
OpenMP; 1; 0.003933;
OpenMP; 2; 0.002282;
OpenMP; 3; 0.001817;
OpenMP; 4; 0.001904;
OpenMP; 5; 0.001424;
OpenMP; 6; 0.001894;
OpenMP; 7; 0.001917;
OpenMP; 8; 0.006836;
Sequential; 0; 0.003443;
OpenMP; 1; 0.005547;
OpenMP; 2; 0.002010;
OpenMP; 3; 0.001782;
OpenMP; 4; 0.001426;
OpenMP; 5; 0.002035;
OpenMP; 6; 0.002074;
OpenMP; 7; 0.007140;
OpenMP; 8; 0.032035;
Sequential; 0; 0.003312;
OpenMP; 1; 0.003900;
OpenMP; 2; 0.001967;
OpenMP; 3; 0.001730;
OpenMP; 4; 0.001361;
OpenMP; 5; 0.001906;
OpenMP; 6; 0.008914;
OpenMP; 7; 0.001896;
OpenMP; 8; 0.001206;
Sequential; 0; 0.003385;
OpenMP; 1; 0.003373;
OpenMP; 2; 0.002358;
OpenMP; 3; 0.001700;
OpenMP; 4; 0.001451;
OpenMP; 5; 0.001828;
OpenMP; 6; 0.001844;
OpenMP; 7; 0.005438;
OpenMP; 8; 0.005882;
Sequential; 0; 0.003402;
OpenMP; 1; 0.003521;
OpenMP; 2; 0.002198;
OpenMP; 3; 0.001817;
OpenMP; 4; 0.001907;
OpenMP; 5; 0.001484;
OpenMP; 6; 0.001901;
OpenMP; 7; 0.001959;
OpenMP; 8; 0.004906;
Sequential; 0; 0.003427;
OpenMP; 1; 0.003500;
OpenMP; 2; 0.002010;
OpenMP; 3; 0.001830;
OpenMP; 4; 0.001626;
OpenMP; 5; 0.001892;
OpenMP; 6; 0.001873;
OpenMP; 7; 0.001891;
OpenMP; 8; 0.012361;
Sequential; 0; 0.003467;
OpenMP; 1; 0.003547;
OpenMP; 2; 0.001983;
OpenMP; 3; 0.001804;
OpenMP; 4; 0.001432;
OpenMP; 5; 0.001851;
OpenMP; 6; 0.001848;
OpenMP; 7; 0.005985;
OpenMP; 8; 0.001279;
Sequential; 0; 0.003387;
OpenMP; 1; 0.004376;
OpenMP; 2; 0.002465;
OpenMP; 3; 0.002257;
OpenMP; 4; 0.001918;
OpenMP; 5; 0.001912;
OpenMP; 6; 0.026210;
OpenMP; 7; 0.001999;
OpenMP; 8; 0.008027;
Sequential; 0; 0.003749;
OpenMP; 1; 0.003665;
OpenMP; 2; 0.003718;
OpenMP; 3; 0.001883;
OpenMP; 4; 0.002085;
OpenMP; 5; 0.001886;
OpenMP; 6; 0.005489;
OpenMP; 7; 0.029681;
OpenMP; 8; 0.051815;
Sequential; 0; 0.003639;
OpenMP; 1; 0.003626;
OpenMP; 2; 0.002717;
OpenMP; 3; 0.001781;
OpenMP; 4; 0.001485;
OpenMP; 5; 0.001916;
OpenMP; 6; 0.001947;
OpenMP; 7; 0.001991;
OpenMP; 8; 0.034333;
Sequential; 0; 0.003544;
OpenMP; 1; 0.003715;
OpenMP; 2; 0.002168;
OpenMP; 3; 0.002195;
OpenMP; 4; 0.001833;
OpenMP; 5; 0.002046;
OpenMP; 6; 0.002051;
OpenMP; 7; 0.009512;
OpenMP; 8; 0.001355;
Sequential; 0; 0.004947;
OpenMP; 1; 0.004222;
OpenMP; 2; 0.002358;
OpenMP; 3; 0.002556;
OpenMP; 4; 0.006733;
OpenMP; 5; 0.002006;
OpenMP; 6; 0.002050;
OpenMP; 7; 0.002070;
OpenMP; 8; 0.074345;
Sequential; 0; 0.003683;
OpenMP; 1; 0.003791;
OpenMP; 2; 0.002298;
OpenMP; 3; 0.001912;
OpenMP; 4; 0.002066;
OpenMP; 5; 0.004833;
OpenMP; 6; 0.001947;
OpenMP; 7; 0.002016;
OpenMP; 8; 0.034391;
Sequential; 0; 0.003626;
OpenMP; 1; 0.003709;
OpenMP; 2; 0.002698;
OpenMP; 3; 0.004224;
OpenMP; 4; 0.001612;
OpenMP; 5; 0.003863;
OpenMP; 6; 0.001991;
OpenMP; 7; 0.002008;
OpenMP; 8; 0.001426;
Sequential; 0; 0.004752;
OpenMP; 1; 0.004797;
OpenMP; 2; 0.002310;
OpenMP; 3; 0.006745;
OpenMP; 4; 0.002104;
OpenMP; 5; 0.001942;
OpenMP; 6; 0.002025;
OpenMP; 7; 0.108681;
OpenMP; 8; 0.036497;
Sequential; 0; 0.003755;
OpenMP; 1; 0.003906;
OpenMP; 2; 0.004611;
OpenMP; 3; 0.002168;
OpenMP; 4; 0.002097;
OpenMP; 5; 0.005931;
OpenMP; 6; 0.002087;
OpenMP; 7; 0.002144;
OpenMP; 8; 0.007422;
Sequential; 0; 0.004130;
OpenMP; 1; 0.004949;
OpenMP; 2; 0.002685;
OpenMP; 3; 0.001965;
OpenMP; 4; 0.001553;
OpenMP; 5; 0.001919;
OpenMP; 6; 0.001972;
OpenMP; 7; 0.002012;
OpenMP; 8; 0.001325;
Sequential; 0; 0.003577;
OpenMP; 1; 0.004018;
OpenMP; 2; 0.002637;
OpenMP; 3; 0.002552;
OpenMP; 4; 0.001756;
OpenMP; 5; 0.002047;
OpenMP; 6; 0.008643;
OpenMP; 7; 0.002390;
OpenMP; 8; 0.033796;
Sequential; 0; 0.003516;
OpenMP; 1; 0.003777;
OpenMP; 2; 0.002147;
OpenMP; 3; 0.001829;
OpenMP; 4; 0.007361;
OpenMP; 5; 0.002050;
OpenMP; 6; 0.009341;
OpenMP; 7; 0.007774;
OpenMP; 8; 0.067173;
Sequential; 0; 0.003525;
OpenMP; 1; 0.003528;
OpenMP; 2; 0.002183;
OpenMP; 3; 0.002330;
OpenMP; 4; 0.001513;
OpenMP; 5; 0.001665;
OpenMP; 6; 0.001887;
OpenMP; 7; 0.001943;
OpenMP; 8; 0.036211;
Sequential; 0; 0.003409;
OpenMP; 1; 0.003520;
OpenMP; 2; 0.003162;
OpenMP; 3; 0.001765;
OpenMP; 4; 0.001788;
OpenMP; 5; 0.001975;
OpenMP; 6; 0.001871;
OpenMP; 7; 0.010755;
OpenMP; 8; 0.004911;
Sequential; 0; 0.003395;
OpenMP; 1; 0.003535;
OpenMP; 2; 0.002069;
OpenMP; 3; 0.001815;
OpenMP; 4; 0.001417;
OpenMP; 5; 0.001885;
OpenMP; 6; 0.002025;
OpenMP; 7; 0.009505;
OpenMP; 8; 0.001277;
Sequential; 0; 0.003456;
OpenMP; 1; 0.003498;
OpenMP; 2; 0.002228;
OpenMP; 3; 0.002664;
OpenMP; 4; 0.001488;
OpenMP; 5; 0.007093;
OpenMP; 6; 0.001910;
OpenMP; 7; 0.005725;
OpenMP; 8; 0.004944;
Sequential; 0; 0.003461;
OpenMP; 1; 0.003523;
OpenMP; 2; 0.002096;
OpenMP; 3; 0.001838;
OpenMP; 4; 0.001532;
OpenMP; 5; 0.005700;
OpenMP; 6; 0.001956;
OpenMP; 7; 0.003639;
OpenMP; 8; 0.001581;
Sequential; 0; 0.003459;
OpenMP; 1; 0.003748;
OpenMP; 2; 0.002080;
OpenMP; 3; 0.001856;
