Sequential; 0; 0.004600;
OpenMP; 1; 0.004714;
OpenMP; 2; 0.002674;
OpenMP; 3; 0.002233;
OpenMP; 4; 0.001775;
OpenMP; 5; 0.001828;
OpenMP; 6; 0.001840;
OpenMP; 7; 0.002486;
OpenMP; 8; 0.005752;
Sequential; 0; 0.004855;
OpenMP; 1; 0.004671;
OpenMP; 2; 0.002866;
OpenMP; 3; 0.003028;
OpenMP; 4; 0.002490;
OpenMP; 5; 0.004720;
OpenMP; 6; 0.002349;
OpenMP; 7; 0.025487;
OpenMP; 8; 0.011676;
Sequential; 0; 0.006012;
OpenMP; 1; 0.005208;
OpenMP; 2; 0.003174;
OpenMP; 3; 0.002530;
OpenMP; 4; 0.002327;
OpenMP; 5; 0.002672;
OpenMP; 6; 0.009302;
OpenMP; 7; 0.002468;
OpenMP; 8; 0.005272;
Sequential; 0; 0.005254;
OpenMP; 1; 0.005358;
OpenMP; 2; 0.003586;
OpenMP; 3; 0.002839;
OpenMP; 4; 0.002053;
OpenMP; 5; 0.002411;
OpenMP; 6; 0.006843;
OpenMP; 7; 0.010486;
OpenMP; 8; 0.008819;
Sequential; 0; 0.005289;
OpenMP; 1; 0.005226;
OpenMP; 2; 0.003141;
OpenMP; 3; 0.003117;
OpenMP; 4; 0.002838;
OpenMP; 5; 0.004896;
OpenMP; 6; 0.011254;
OpenMP; 7; 0.002534;
OpenMP; 8; 0.076047;
Sequential; 0; 0.005052;
OpenMP; 1; 0.005164;
OpenMP; 2; 0.002947;
OpenMP; 3; 0.005635;
OpenMP; 4; 0.002640;
OpenMP; 5; 0.002617;
OpenMP; 6; 0.002406;
OpenMP; 7; 0.024486;
OpenMP; 8; 0.047844;
Sequential; 0; 0.005274;
OpenMP; 1; 0.005316;
OpenMP; 2; 0.002995;
OpenMP; 3; 0.005815;
OpenMP; 4; 0.001987;
OpenMP; 5; 0.008514;
OpenMP; 6; 0.002406;
OpenMP; 7; 0.002524;
OpenMP; 8; 0.010813;
Sequential; 0; 0.005015;
OpenMP; 1; 0.005097;
OpenMP; 2; 0.003078;
OpenMP; 3; 0.003317;
OpenMP; 4; 0.002066;
OpenMP; 5; 0.002364;
OpenMP; 6; 0.002061;
OpenMP; 7; 0.013125;
OpenMP; 8; 0.086015;
Sequential; 0; 0.005968;
OpenMP; 1; 0.005126;
OpenMP; 2; 0.004307;
OpenMP; 3; 0.002498;
OpenMP; 4; 0.002547;
OpenMP; 5; 0.002396;
OpenMP; 6; 0.002372;
OpenMP; 7; 0.014146;
OpenMP; 8; 0.034761;
Sequential; 0; 0.005013;
OpenMP; 1; 0.005103;
OpenMP; 2; 0.003016;
OpenMP; 3; 0.002520;
OpenMP; 4; 0.002273;
OpenMP; 5; 0.002478;
OpenMP; 6; 0.002404;
OpenMP; 7; 0.002732;
OpenMP; 8; 0.029964;
Sequential; 0; 0.004988;
OpenMP; 1; 0.005027;
OpenMP; 2; 0.005523;
OpenMP; 3; 0.003023;
OpenMP; 4; 0.003738;
OpenMP; 5; 0.002192;
OpenMP; 6; 0.002658;
OpenMP; 7; 0.012981;
OpenMP; 8; 0.002149;
Sequential; 0; 0.005105;
OpenMP; 1; 0.005168;
OpenMP; 2; 0.002981;
OpenMP; 3; 0.002412;
OpenMP; 4; 0.001866;
OpenMP; 5; 0.009824;
OpenMP; 6; 0.002328;
OpenMP; 7; 0.005295;
OpenMP; 8; 0.003459;
Sequential; 0; 0.004781;
OpenMP; 1; 0.005630;
OpenMP; 2; 0.005749;
OpenMP; 3; 0.002655;
OpenMP; 4; 0.002411;
OpenMP; 5; 0.002247;
OpenMP; 6; 0.011094;
OpenMP; 7; 0.002431;
OpenMP; 8; 0.002580;
Sequential; 0; 0.005426;
OpenMP; 1; 0.005814;
OpenMP; 2; 0.003025;
OpenMP; 3; 0.006201;
OpenMP; 4; 0.002048;
OpenMP; 5; 0.002366;
OpenMP; 6; 0.002027;
OpenMP; 7; 0.002659;
OpenMP; 8; 0.011968;
Sequential; 0; 0.004981;
OpenMP; 1; 0.005019;
