Sequential; 0; 0.006314;
OpenMP; 1; 0.005489;
OpenMP; 2; 0.003840;
OpenMP; 3; 0.004787;
OpenMP; 4; 0.002522;
OpenMP; 5; 0.002479;
OpenMP; 6; 0.002631;
OpenMP; 7; 0.002711;
OpenMP; 8; 0.042297;
Sequential; 0; 0.006395;
OpenMP; 1; 0.004942;
OpenMP; 2; 0.004368;
OpenMP; 3; 0.003432;
OpenMP; 4; 0.002215;
OpenMP; 5; 0.005273;
OpenMP; 6; 0.002443;
OpenMP; 7; 0.002756;
OpenMP; 8; 0.015114;
Sequential; 0; 0.005901;
OpenMP; 1; 0.004916;
OpenMP; 2; 0.002710;
OpenMP; 3; 0.002354;
OpenMP; 4; 0.001831;
OpenMP; 5; 0.002059;
OpenMP; 6; 0.006575;
OpenMP; 7; 0.032060;
OpenMP; 8; 0.001658;
Sequential; 0; 0.005091;
OpenMP; 1; 0.004732;
OpenMP; 2; 0.002920;
OpenMP; 3; 0.002428;
OpenMP; 4; 0.006387;
OpenMP; 5; 0.001888;
OpenMP; 6; 0.014440;
OpenMP; 7; 0.018067;
OpenMP; 8; 0.008451;
Sequential; 0; 0.004997;
OpenMP; 1; 0.004611;
OpenMP; 2; 0.002705;
OpenMP; 3; 0.003307;
OpenMP; 4; 0.001849;
OpenMP; 5; 0.003994;
OpenMP; 6; 0.002308;
OpenMP; 7; 0.011842;
OpenMP; 8; 0.003160;
Sequential; 0; 0.004954;
OpenMP; 1; 0.004724;
OpenMP; 2; 0.002704;
OpenMP; 3; 0.002571;
OpenMP; 4; 0.002411;
OpenMP; 5; 0.004887;
OpenMP; 6; 0.002261;
OpenMP; 7; 0.002274;
OpenMP; 8; 0.001525;
Sequential; 0; 0.007155;
OpenMP; 1; 0.005958;
OpenMP; 2; 0.004082;
OpenMP; 3; 0.004537;
OpenMP; 4; 0.002094;
OpenMP; 5; 0.008773;
OpenMP; 6; 0.003546;
OpenMP; 7; 0.002463;
OpenMP; 8; 0.005739;
Sequential; 0; 0.007026;
OpenMP; 1; 0.005894;
OpenMP; 2; 0.003404;
OpenMP; 3; 0.002924;
OpenMP; 4; 0.002583;
OpenMP; 5; 0.006059;
OpenMP; 6; 0.002628;
OpenMP; 7; 0.112544;
OpenMP; 8; 0.012562;
Sequential; 0; 0.005607;
OpenMP; 1; 0.005509;
OpenMP; 2; 0.003315;
OpenMP; 3; 0.004324;
OpenMP; 4; 0.002194;
OpenMP; 5; 0.002672;
OpenMP; 6; 0.002435;
OpenMP; 7; 0.134243;
OpenMP; 8; 0.005663;
Sequential; 0; 0.005959;
OpenMP; 1; 0.005470;
OpenMP; 2; 0.004146;
OpenMP; 3; 0.003705;
OpenMP; 4; 0.002548;
OpenMP; 5; 0.002419;
OpenMP; 6; 0.002456;
